date,hits,location,hits_ma
2020-04-25,21.06382978723404,AZ,23.738601823708205
2020-04-26,12.872340425531915,AZ,21.89969604863222
2020-04-27,26.914893617021278,AZ,21.89969604863222
2020-04-28,8.191489361702128,AZ,18.723404255319146
2020-04-29,3.5106382978723403,AZ,16.382978723404253
2020-04-30,10.53191489361702,AZ,13.541033434650455
2020-05-01,0,AZ,11.869300911854102
2020-05-02,4.680851063829787,AZ,9.528875379939208
2020-05-03,0,AZ,7.689969604863221
2020-05-04,23.404255319148938,AZ,7.188449848024315
2020-02-22,1,CA,1
2020-02-23,1,CA,1
2020-02-24,1,CA,1
2020-02-25,1,CA,1
2020-02-26,1,CA,1
2020-02-27,1,CA,1
2020-02-28,2,CA,1.1428571428571428
2020-02-29,1,CA,1.1428571428571428
2020-03-01,1,CA,1.1428571428571428
2020-03-02,1,CA,1.1428571428571428
2020-03-03,1,CA,1.1428571428571428
2020-03-04,2,CA,1.2857142857142858
2020-03-05,1,CA,1.2857142857142858
2020-03-06,1,CA,1.1428571428571428
2020-03-07,2,CA,1.2857142857142858
2020-03-08,0,CA,1.1428571428571428
2020-03-09,3,CA,1.4285714285714286
2020-03-10,1,CA,1.4285714285714286
2020-03-11,1,CA,1.2857142857142858
2020-03-12,2,CA,1.4285714285714286
2020-03-13,2,CA,1.5714285714285714
2020-03-14,4,CA,1.8571428571428572
2020-03-15,4,CA,2.4285714285714284
2020-03-16,17,CA,4.428571428571429
2020-03-17,33,CA,9
2020-03-18,41,CA,14.714285714285714
2020-03-19,27,CA,18.285714285714285
2020-03-20,49,CA,25
2020-03-21,31,CA,28.857142857142858
2020-03-22,19,CA,31
2020-03-23,32,CA,33.142857142857146
2020-03-24,25,CA,32
2020-03-25,34,CA,31
2020-03-26,58,CA,35.42857142857143
2020-03-27,44,CA,34.714285714285715
2020-03-28,42,CA,36.285714285714285
2020-03-29,32,CA,38.142857142857146
2020-03-30,39,CA,39.142857142857146
2020-03-31,44,CA,41.857142857142854
2020-04-01,36,CA,42.142857142857146
2020-04-02,38,CA,39.285714285714285
2020-04-03,34,CA,37.857142857142854
2020-04-04,23,CA,35.142857142857146
2020-04-05,17,CA,33
2020-04-06,24,CA,30.857142857142858
2020-04-07,30,CA,28.857142857142858
2020-04-08,27,CA,27.571428571428573
2020-04-09,27,CA,26
2020-04-10,27,CA,25
2020-04-11,27,CA,25.571428571428573
2020-04-12,14,CA,25.142857142857142
2020-04-13,28,CA,25.714285714285715
2020-04-14,28,CA,25.428571428571427
2020-04-15,28,CA,25.571428571428573
2020-04-16,30,CA,26
2020-04-17,24,CA,25.571428571428573
2020-04-18,21,CA,24.714285714285715
2020-04-19,12,CA,24.428571428571427
2020-04-20,15,CA,22.571428571428573
2020-04-21,21,CA,21.571428571428573
2020-04-22,16,CA,19.857142857142858
2020-04-23,20,CA,18.428571428571427
2020-04-24,17,CA,17.428571428571427
2020-04-25,9,CA,15.714285714285714
2020-04-26,12,CA,15.714285714285714
2020-04-27,12,CA,15.285714285714286
2020-04-28,25,CA,15.857142857142858
2020-04-29,23,CA,16.857142857142858
2020-04-30,18,CA,16.571428571428573
2020-05-01,15,CA,16.285714285714285
2020-05-02,12,CA,16.714285714285715
2020-05-03,10,CA,16.428571428571427
2020-05-04,10,CA,16.142857142857142
2020-02-22,0,FL,1.0971428571428572
2020-02-23,0,FL,1.0971428571428572
2020-02-24,1.28,FL,1.28
2020-02-25,2.56,FL,1.28
2020-02-26,2.56,FL,1.6457142857142857
2020-02-27,0,FL,1.28
2020-02-28,0,FL,0.9142857142857144
2020-02-29,3.84,FL,1.4628571428571429
2020-03-01,0,FL,1.4628571428571429
2020-03-02,2.56,FL,1.6457142857142857
2020-03-03,2.56,FL,1.6457142857142857
2020-03-04,1.28,FL,1.4628571428571429
2020-03-05,0,FL,1.4628571428571429
2020-03-06,0,FL,1.4628571428571429
2020-03-07,0,FL,0.9142857142857144
2020-03-08,3.84,FL,1.4628571428571429
2020-03-09,0,FL,1.0971428571428572
2020-03-10,2.56,FL,1.0971428571428572
2020-03-11,1.28,FL,1.0971428571428572
2020-03-12,1.28,FL,1.28
2020-03-13,1.28,FL,1.4628571428571429
2020-03-14,3.84,FL,2.0114285714285716
2020-03-15,1.28,FL,1.6457142857142857
2020-03-16,7.68,FL,2.742857142857143
2020-03-17,6.4,FL,3.2914285714285714
2020-03-18,28.16,FL,7.131428571428572
2020-03-19,33.28,FL,11.702857142857143
2020-03-20,38.4,FL,17.005714285714284
2020-03-21,38.4,FL,21.942857142857143
2020-03-22,46.08,FL,28.342857142857145
2020-03-23,51.2,FL,34.559999999999995
2020-03-24,42.24,FL,39.68
2020-03-25,64,FL,44.800000000000004
2020-03-26,72.96000000000001,FL,50.46857142857143
2020-03-27,72.96000000000001,FL,55.40571428571429
2020-03-28,64,FL,59.06285714285714
2020-03-29,47.36,FL,59.24571428571429
2020-03-30,64,FL,61.07428571428572
2020-03-31,71.68,FL,65.28
2020-04-01,51.2,FL,63.45142857142857
2020-04-02,69.12,FL,62.90285714285715
2020-04-03,81.92,FL,64.18285714285715
2020-04-04,61.44,FL,63.81714285714286
2020-04-05,32,FL,61.62285714285714
2020-04-06,40.96,FL,58.33142857142857
2020-04-07,57.6,FL,56.32
2020-04-08,39.68,FL,54.674285714285716
2020-04-09,46.08,FL,51.38285714285714
2020-04-10,38.4,FL,45.16571428571429
2020-04-11,14.08,FL,38.4
2020-04-12,23.04,FL,37.12
2020-04-13,34.56,FL,36.205714285714286
2020-04-14,39.68,FL,33.645714285714284
2020-04-15,43.52,FL,34.19428571428572
2020-04-16,38.4,FL,33.097142857142856
2020-04-17,29.44,FL,31.81714285714286
2020-04-18,16.64,FL,32.182857142857145
2020-04-19,8.96,FL,30.171428571428574
2020-04-20,25.6,FL,28.891428571428573
2020-04-21,28.16,FL,27.245714285714286
2020-04-22,19.2,FL,23.771428571428572
2020-04-23,33.28,FL,23.04
2020-04-24,23.04,FL,22.125714285714285
2020-04-25,8.96,FL,21.028571428571432
2020-04-26,15.36,FL,21.942857142857143
2020-04-27,35.84,FL,23.405714285714286
2020-04-28,30.72,FL,23.771428571428572
2020-04-29,26.88,FL,24.868571428571432
2020-04-30,19.2,FL,22.857142857142858
2020-05-01,14.08,FL,21.577142857142857
2020-05-02,11.52,FL,21.942857142857143
2020-05-03,15.36,FL,21.942857142857143
2020-05-04,19.2,FL,19.565714285714286
2020-02-22,0,MI,3.2653061224489797
2020-02-23,0,MI,3.2653061224489797
2020-02-24,5.714285714285714,MI,3.2653061224489797
2020-02-25,0,MI,2.4489795918367347
2020-02-26,5.714285714285714,MI,2.4489795918367347
2020-02-27,0,MI,2.4489795918367347
2020-02-28,0,MI,1.6326530612244898
2020-02-29,14.285714285714286,MI,3.673469387755102
2020-03-01,0,MI,3.673469387755102
2020-03-02,11.428571428571429,MI,4.4897959183673475
2020-03-03,5.714285714285714,MI,5.306122448979592
2020-03-04,0,MI,4.4897959183673475
2020-03-05,0,MI,4.4897959183673475
2020-03-06,5.714285714285714,MI,5.306122448979592
2020-03-07,5.714285714285714,MI,4.081632653061225
2020-03-08,0,MI,4.081632653061225
2020-03-09,5.714285714285714,MI,3.2653061224489797
2020-03-10,0,MI,2.4489795918367347
2020-03-11,5.714285714285714,MI,3.2653061224489797
2020-03-12,5.714285714285714,MI,4.081632653061225
2020-03-13,5.714285714285714,MI,4.081632653061225
2020-03-14,5.714285714285714,MI,4.081632653061225
2020-03-15,5.714285714285714,MI,4.8979591836734695
2020-03-16,80,MI,15.510204081632654
2020-03-17,122.85714285714286,MI,33.06122448979592
2020-03-18,120,MI,49.38775510204082
2020-03-19,102.85714285714286,MI,63.26530612244898
2020-03-20,131.42857142857144,MI,81.22448979591839
2020-03-21,77.14285714285714,MI,91.42857142857143
2020-03-22,100,MI,104.89795918367348
2020-03-23,208.57142857142858,MI,123.26530612244899
2020-03-24,228.57142857142858,MI,138.3673469387755
2020-03-25,162.85714285714286,MI,144.48979591836738
2020-03-26,185.71428571428572,MI,156.3265306122449
2020-03-27,228.57142857142858,MI,170.20408163265307
2020-03-28,174.28571428571428,MI,184.08163265306123
2020-03-29,117.14285714285714,MI,186.53061224489798
2020-03-30,285.7142857142857,MI,197.55102040816328
2020-03-31,231.42857142857144,MI,197.9591836734694
2020-04-01,191.42857142857144,MI,202.04081632653063
2020-04-02,160,MI,198.3673469387755
2020-04-03,165.71428571428572,MI,189.3877551020408
2020-04-04,105.71428571428572,MI,179.5918367346939
2020-04-05,60,MI,171.42857142857142
2020-04-06,154.28571428571428,MI,152.65306122448982
2020-04-07,102.85714285714286,MI,134.2857142857143
2020-04-08,140,MI,126.9387755102041
2020-04-09,114.28571428571429,MI,120.40816326530613
2020-04-10,111.42857142857143,MI,112.6530612244898
2020-04-11,71.42857142857143,MI,107.75510204081634
2020-04-12,42.85714285714286,MI,105.30612244897961
2020-04-13,148.57142857142858,MI,104.48979591836735
2020-04-14,125.71428571428572,MI,107.75510204081634
2020-04-15,80,MI,99.18367346938776
2020-04-16,85.71428571428572,MI,95.10204081632654
2020-04-17,68.57142857142857,MI,88.9795918367347
2020-04-18,40,MI,84.48979591836735
2020-04-19,34.285714285714285,MI,83.26530612244899
2020-04-20,82.85714285714286,MI,73.87755102040818
2020-04-21,77.14285714285714,MI,66.93877551020408
2020-04-22,68.57142857142857,MI,65.3061224489796
2020-04-23,48.57142857142857,MI,60.00000000000001
2020-04-24,60,MI,58.775510204081634
2020-04-25,60,MI,61.632653061224495
2020-04-26,57.142857142857146,MI,64.89795918367348
2020-04-27,48.57142857142857,MI,60.00000000000001
2020-04-28,71.42857142857143,MI,59.18367346938776
2020-04-29,71.42857142857143,MI,59.59183673469388
2020-04-30,60,MI,61.22448979591837
2020-05-01,82.85714285714286,MI,64.48979591836736
2020-05-02,57.142857142857146,MI,64.08163265306123
2020-05-03,37.142857142857146,MI,61.22448979591837
2020-05-04,91.42857142857143,MI,67.34693877551021
2020-02-22,1.169811320754717,NY,1.1698113207547167
2020-02-23,1.169811320754717,NY,1.1698113207547167
2020-02-24,2.339622641509434,NY,1.3369272237196765
2020-02-25,2.339622641509434,NY,1.504043126684636
2020-02-26,0,NY,1.504043126684636
2020-02-27,0,NY,1.1698113207547167
2020-02-28,1.169811320754717,NY,1.1698113207547167
2020-02-29,1.169811320754717,NY,1.1698113207547167
2020-03-01,0,NY,1.0026954177897573
2020-03-02,2.339622641509434,NY,1.0026954177897573
2020-03-03,2.339622641509434,NY,1.0026954177897573
2020-03-04,1.169811320754717,NY,1.1698113207547167
2020-03-05,5.849056603773585,NY,2.0053908355795147
2020-03-06,2.339622641509434,NY,2.1725067385444743
2020-03-07,1.169811320754717,NY,2.1725067385444743
2020-03-08,1.169811320754717,NY,2.339622641509434
2020-03-09,2.339622641509434,NY,2.339622641509434
2020-03-10,1.169811320754717,NY,2.1725067385444743
2020-03-11,1.169811320754717,NY,2.1725067385444743
2020-03-12,2.339622641509434,NY,1.6711590296495957
2020-03-13,2.339622641509434,NY,1.6711590296495957
2020-03-14,7.018867924528301,NY,2.5067385444743935
2020-03-15,5.849056603773585,NY,3.175202156334232
2020-03-16,25.735849056603772,NY,6.517520215633423
2020-03-17,42.11320754716981,NY,12.366576819407006
2020-03-18,26.90566037735849,NY,16.043126684636118
2020-03-19,51.471698113207545,NY,23.06199460916442
2020-03-20,45.62264150943396,NY,29.245283018867923
2020-03-21,30.41509433962264,NY,32.58760107816711
2020-03-22,29.245283018867923,NY,35.92991913746631
2020-03-23,46.79245283018868,NY,38.93800539083558
2020-03-24,54.9811320754717,NY,40.77628032345013
2020-03-25,66.67924528301887,NY,46.45822102425876
2020-03-26,69.0188679245283,NY,48.96495956873315
2020-03-27,59.660377358490564,NY,50.97035040431267
2020-03-28,46.79245283018868,NY,53.309973045822105
2020-03-29,45.62264150943396,NY,55.64959568733154
2020-03-30,72.52830188679245,NY,59.32614555256065
2020-03-31,67.84905660377358,NY,61.1644204851752
2020-04-01,63.16981132075472,NY,60.66307277628032
2020-04-02,67.84905660377358,NY,60.495956873315365
2020-04-03,46.79245283018868,NY,58.657681940700805
2020-04-04,24.566037735849054,NY,55.48247978436657
2020-04-05,28.075471698113205,NY,52.97574123989218
2020-04-06,40.943396226415096,NY,48.463611859838274
2020-04-07,39.77358490566038,NY,44.45283018867924
2020-04-08,43.283018867924525,NY,41.61185983827493
2020-04-09,54.9811320754717,NY,39.77358490566037
2020-04-10,37.43396226415094,NY,38.4366576819407
2020-04-11,32.75471698113208,NY,39.60646900269541
2020-04-12,22.22641509433962,NY,38.770889487870626
2020-04-13,39.77358490566038,NY,38.60377358490566
2020-04-14,32.75471698113208,NY,37.60107816711591
2020-04-15,47.9622641509434,NY,38.26954177897574
2020-04-16,36.264150943396224,NY,35.59568733153639
2020-04-17,29.245283018867923,NY,34.42587601078167
2020-04-18,23.39622641509434,NY,33.088948787061994
2020-04-19,23.39622641509434,NY,33.25606469002695
2020-04-20,38.60377358490566,NY,33.088948787061994
2020-04-21,43.283018867924525,NY,34.59299191374663
2020-04-22,21.056603773584904,NY,30.749326145552562
2020-04-23,31.58490566037736,NY,30.08086253369272
2020-04-24,21.056603773584904,NY,28.911051212938002
2020-04-25,19.88679245283019,NY,28.409703504043126
2020-04-26,18.71698113207547,NY,27.741239892183284
2020-04-27,31.58490566037736,NY,26.73854447439353
2020-04-28,17.547169811320753,NY,23.061994609164422
2020-04-29,14.037735849056602,NY,22.059299191374663
2020-04-30,18.71698113207547,NY,20.221024258760107
2020-05-01,19.88679245283019,NY,20.053908355795148
2020-05-02,16.37735849056604,NY,19.552560646900268
2020-05-03,16.37735849056604,NY,19.21832884097035
2020-05-04,17.547169811320753,NY,17.212938005390836
2020-02-22,0,OH,2.875
2020-02-23,2.875,OH,2.875
2020-02-24,5.75,OH,3.2857142857142856
2020-02-25,2.875,OH,3.2857142857142856
2020-02-26,2.875,OH,3.2857142857142856
2020-02-27,2.875,OH,2.875
2020-02-28,0,OH,2.4642857142857144
2020-02-29,0,OH,2.4642857142857144
2020-03-01,2.875,OH,2.4642857142857144
2020-03-02,2.875,OH,2.0535714285714284
2020-03-03,2.875,OH,2.0535714285714284
2020-03-04,0,OH,1.6428571428571428
2020-03-05,0,OH,1.2321428571428572
2020-03-06,2.875,OH,1.6428571428571428
2020-03-07,0,OH,1.6428571428571428
2020-03-08,0,OH,1.2321428571428572
2020-03-09,5.75,OH,1.6428571428571428
2020-03-10,0,OH,1.2321428571428572
2020-03-11,2.875,OH,1.6428571428571428
2020-03-12,0,OH,1.6428571428571428
2020-03-13,4.3125,OH,1.8482142857142858
2020-03-14,0,OH,1.8482142857142858
2020-03-15,30.1875,OH,6.160714285714286
2020-03-16,69,OH,15.196428571428571
2020-03-17,46,OH,21.767857142857142
2020-03-18,64.6875,OH,30.598214285714285
2020-03-19,76.1875,OH,41.482142857142854
2020-03-20,51.75,OH,48.25892857142857
2020-03-21,37.375,OH,53.598214285714285
2020-03-22,53.1875,OH,56.88392857142857
2020-03-23,93.4375,OH,60.375
2020-03-24,77.625,OH,64.89285714285714
2020-03-25,50.3125,OH,62.839285714285715
2020-03-26,99.1875,OH,66.125
2020-03-27,70.4375,OH,68.79464285714286
2020-03-28,50.3125,OH,70.64285714285714
2020-03-29,63.25,OH,72.08035714285714
2020-03-30,81.9375,OH,70.4375
2020-03-31,53.1875,OH,66.94642857142857
2020-04-01,48.875,OH,66.74107142857143
2020-04-02,56.0625,OH,60.580357142857146
2020-04-03,47.4375,OH,57.294642857142854
2020-04-04,34.5,OH,55.035714285714285
2020-04-05,30.1875,OH,50.3125
2020-04-06,54.625,OH,46.410714285714285
2020-04-07,46,OH,45.38392857142857
2020-04-08,34.5,OH,43.330357142857146
2020-04-09,37.375,OH,40.660714285714285
2020-04-10,24.4375,OH,37.375
2020-04-11,23,OH,35.732142857142854
2020-04-12,25.875,OH,35.11607142857143
2020-04-13,47.4375,OH,34.089285714285715
2020-04-14,33.0625,OH,32.24107142857143
2020-04-15,37.375,OH,32.651785714285715
2020-04-16,25.875,OH,31.008928571428573
2020-04-17,28.75,OH,31.625
2020-04-18,18.6875,OH,31.008928571428573
2020-04-19,30.1875,OH,31.625
2020-04-20,30.1875,OH,29.160714285714285
2020-04-21,17.25,OH,26.901785714285715
2020-04-22,27.3125,OH,25.464285714285715
2020-04-23,35.9375,OH,26.901785714285715
2020-04-24,11.5,OH,24.4375
2020-04-25,17.25,OH,24.232142857142858
2020-04-26,31.625,OH,24.4375
2020-04-27,31.625,OH,24.642857142857142
2020-04-28,24.4375,OH,25.669642857142858
2020-04-29,23,OH,25.053571428571427
2020-04-30,12.9375,OH,21.767857142857142
2020-05-01,18.6875,OH,22.794642857142858
2020-05-02,14.375,OH,22.383928571428573
2020-05-03,20.125,OH,20.741071428571427
2020-05-04,23,OH,19.508928571428573
2020-02-22,3.3191489361702127,PA,2.844984802431611
2020-02-23,6.638297872340425,PA,3.3191489361702127
2020-02-24,3.3191489361702127,PA,3.3191489361702127
2020-02-25,6.638297872340425,PA,4.267477203647416
2020-02-26,3.3191489361702127,PA,4.741641337386018
2020-02-27,0,PA,3.7933130699088147
2020-02-28,0,PA,3.3191489361702127
2020-02-29,3.3191489361702127,PA,3.3191489361702127
2020-03-01,3.3191489361702127,PA,2.844984802431611
2020-03-02,3.3191489361702127,PA,2.844984802431611
2020-03-03,3.3191489361702127,PA,2.370820668693009
2020-03-04,3.3191489361702127,PA,2.370820668693009
2020-03-05,6.638297872340425,PA,3.3191489361702127
2020-03-06,0,PA,3.3191489361702127
2020-03-07,0,PA,2.844984802431611
2020-03-08,0,PA,2.370820668693009
2020-03-09,0,PA,1.8966565349544073
2020-03-10,0,PA,1.4224924012158056
2020-03-11,0,PA,0.9483282674772037
2020-03-12,3.3191489361702127,PA,0.47416413373860183
2020-03-13,9.957446808510639,PA,1.8966565349544073
2020-03-14,8.297872340425531,PA,3.082066869300912
2020-03-15,9.957446808510639,PA,4.504559270516717
2020-03-16,39.829787234042556,PA,10.194528875379941
2020-03-17,66.38297872340425,PA,19.677811550151976
2020-03-18,34.851063829787236,PA,24.656534954407295
2020-03-19,56.42553191489362,PA,32.243161094224924
2020-03-20,129.4468085106383,PA,49.31306990881459
2020-03-21,61.40425531914894,PA,56.89969604863222
2020-03-22,38.170212765957444,PA,60.93009118541033
2020-03-23,48.12765957446808,PA,62.11550151975684
2020-03-24,63.06382978723404,PA,61.641337386018236
2020-03-25,59.744680851063826,PA,65.19756838905775
2020-03-26,68.04255319148936,PA,66.85714285714286
2020-03-27,54.76595744680851,PA,56.18844984802431
2020-03-28,91.27659574468085,PA,60.45592705167173
2020-03-29,43.148936170212764,PA,61.16717325227963
2020-03-30,82.97872340425532,PA,66.14589665653496
2020-03-31,69.70212765957447,PA,67.09422492401215
2020-04-01,61.40425531914894,PA,67.33130699088146
2020-04-02,66.38297872340425,PA,67.09422492401215
2020-04-03,68.04255319148936,PA,68.99088145896657
2020-04-04,49.78723404255319,PA,63.06382978723404
2020-04-05,36.51063829787234,PA,62.11550151975683
2020-04-06,79.65957446808511,PA,61.641337386018236
2020-04-07,61.40425531914894,PA,60.45592705167173
2020-04-08,34.851063829787236,PA,56.66261398176291
2020-04-09,54.76595744680851,PA,55.00303951367781
2020-04-10,33.191489361702125,PA,50.02431610942249
2020-04-11,69.70212765957447,PA,52.869300911854104
2020-04-12,43.148936170212764,PA,53.81762917933131
2020-04-13,74.68085106382979,PA,53.1063829787234
2020-04-14,44.80851063829787,PA,50.735562310030396
2020-04-15,34.851063829787236,PA,50.735562310030396
2020-04-16,46.46808510638298,PA,49.55015197568389
2020-04-17,51.4468085106383,PA,52.1580547112462
2020-04-18,34.851063829787236,PA,47.17933130699088
2020-04-19,61.40425531914894,PA,49.78723404255319
2020-04-20,49.78723404255319,PA,46.23100303951367
2020-04-21,56.42553191489362,PA,47.890577507598785
2020-04-22,39.829787234042556,PA,48.60182370820668
2020-04-23,29.872340425531913,PA,46.23100303951367
2020-04-24,24.893617021276594,PA,42.43768996960487
2020-04-25,31.53191489361702,PA,41.963525835866264
2020-04-26,41.48936170212766,PA,39.11854103343465
2020-04-27,19.914893617021278,PA,34.851063829787236
2020-04-28,44.80851063829787,PA,33.191489361702125
2020-04-29,24.893617021276594,PA,31.057750759878417
2020-04-30,28.21276595744681,PA,30.820668693009114
2020-05-01,19.914893617021278,PA,30.109422492401215
2020-05-02,16.595744680851062,PA,27.975683890577503
2020-05-03,38.170212765957444,PA,27.501519756838906
2020-05-04,28.21276595744681,PA,28.68693009118541
